blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_18_abb04,0,spout01,sucrose05,11,5.5,5.5,4.949747468305833
2022_04_18_abb04,0,spout02,sucrose20,22,11,11,15.556349186104045
2022_04_18_abb04,0,spout03,sucrose00,9,4.5,4.5,3.5355339059327378
2022_04_18_abb04,0,spout04,sucrose30,19,9.5,9.5,13.435028842544403
2022_04_18_abb04,0,spout05,sucrose10,15,7.5,7.5,3.5355339059327378
2022_04_18_abb04,10,spout01,sucrose05,5,2.5,2.5,0.7071067811865476
2022_04_18_abb04,10,spout02,sucrose20,0,0,0,0
2022_04_18_abb04,10,spout03,sucrose00,4,2,2,1.4142135623730951
2022_04_18_abb04,10,spout04,sucrose30,21,10.5,10.5,9.192388155425117
2022_04_18_abb04,10,spout05,sucrose10,7,3.5,3.5,3.5355339059327378
2022_04_18_abb04,20,spout01,sucrose05,4,2,2,2.8284271247461903
2022_04_18_abb04,20,spout02,sucrose20,1,0.5,0.5,0.7071067811865476
2022_04_18_abb04,20,spout03,sucrose00,0,0,0,0
2022_04_18_abb04,20,spout04,sucrose30,18,9,9,12.727922061357855
2022_04_18_abb04,20,spout05,sucrose10,5,2.5,2.5,3.5355339059327378
2022_04_18_abb04,30,spout01,sucrose05,0,0,0,0
2022_04_18_abb04,30,spout02,sucrose20,0,0,0,0
2022_04_18_abb04,30,spout03,sucrose00,0,0,0,0
2022_04_18_abb04,30,spout04,sucrose30,0,0,0,0
2022_04_18_abb04,30,spout05,sucrose10,0,0,0,0
2022_04_18_abb04,40,spout01,sucrose05,0,0,0,0
2022_04_18_abb04,40,spout02,sucrose20,40,20,20,1.4142135623730951
2022_04_18_abb04,40,spout03,sucrose00,8,4,4,1.4142135623730951
2022_04_18_abb04,40,spout04,sucrose30,39,19.5,19.5,0.7071067811865476
2022_04_18_abb04,40,spout05,sucrose10,4,2,2,2.8284271247461903
2022_04_18_abb04,50,spout01,sucrose05,0,0,0,0
2022_04_18_abb04,50,spout02,sucrose20,0,0,0,0
2022_04_18_abb04,50,spout03,sucrose00,0,0,0,0
2022_04_18_abb04,50,spout04,sucrose30,26,13,13,7.0710678118654755
2022_04_18_abb04,50,spout05,sucrose10,0,0,0,0
2022_04_18_abb04,60,spout01,sucrose05,5,2.5,2.5,3.5355339059327378
2022_04_18_abb04,60,spout02,sucrose20,18,9,9,12.727922061357855
2022_04_18_abb04,60,spout03,sucrose00,4,2,2,2.8284271247461903
2022_04_18_abb04,60,spout04,sucrose30,16,8,8,11.313708498984761
2022_04_18_abb04,60,spout05,sucrose10,7,3.5,3.5,2.1213203435596424
2022_04_18_abb04,70,spout01,sucrose05,6,3,3,4.242640687119285
2022_04_18_abb04,70,spout02,sucrose20,0,0,0,0
2022_04_18_abb04,70,spout03,sucrose00,7,3.5,3.5,0.7071067811865476
2022_04_18_abb04,70,spout04,sucrose30,0,0,0,0
2022_04_18_abb04,70,spout05,sucrose10,8,4,4,5.656854249492381
2022_04_18_abb04,80,spout01,sucrose05,3,1.5,1.5,2.1213203435596424
2022_04_18_abb04,80,spout02,sucrose20,0,0,0,0
2022_04_18_abb04,80,spout03,sucrose00,1,0.5,0.5,0.7071067811865476
2022_04_18_abb04,80,spout04,sucrose30,0,0,0,0
2022_04_18_abb04,80,spout05,sucrose10,10,5,5,7.0710678118654755
2022_04_18_abb04,90,spout01,sucrose05,1,0.5,0.5,0.7071067811865476
2022_04_18_abb04,90,spout02,sucrose20,18,9,9,12.727922061357855
2022_04_18_abb04,90,spout03,sucrose00,0,0,0,0
2022_04_18_abb04,90,spout04,sucrose30,17,8.5,8.5,12.020815280171307
2022_04_18_abb04,90,spout05,sucrose10,10,5,5,4.242640687119285
