blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_13_abb09,0,spout01,nacl025,4,2,2,1.4142135623730951
2022_06_13_abb09,0,spout02,nacl100,9,4.5,4.5,0.7071067811865476
2022_06_13_abb09,0,spout03,nacl000,38,19,19,1.4142135623730951
2022_06_13_abb09,0,spout04,nacl150,0,0,0,0
2022_06_13_abb09,0,spout05,nacl050,40,20,20,4.242640687119285
2022_06_13_abb09,10,spout01,nacl025,42,21,21,1.4142135623730951
2022_06_13_abb09,10,spout02,nacl100,17,8.5,8.5,2.1213203435596424
2022_06_13_abb09,10,spout03,nacl000,44,22,22,1.4142135623730951
2022_06_13_abb09,10,spout04,nacl150,0,0,0,0
2022_06_13_abb09,10,spout05,nacl050,26,13,13,8.48528137423857
2022_06_13_abb09,20,spout01,nacl025,2,1,1,0
2022_06_13_abb09,20,spout02,nacl100,10,5,5,5.656854249492381
2022_06_13_abb09,20,spout03,nacl000,40,20,20,0
2022_06_13_abb09,20,spout04,nacl150,0,0,0,0
2022_06_13_abb09,20,spout05,nacl050,34,17,17,1.4142135623730951
2022_06_13_abb09,30,spout01,nacl025,23,11.5,11.5,14.849242404917497
2022_06_13_abb09,30,spout02,nacl100,2,1,1,0
2022_06_13_abb09,30,spout03,nacl000,45,22.5,22.5,0.7071067811865476
2022_06_13_abb09,30,spout04,nacl150,0,0,0,0
2022_06_13_abb09,30,spout05,nacl050,25,12.5,12.5,9.192388155425117
2022_06_13_abb09,40,spout01,nacl025,18,9,9,11.313708498984761
2022_06_13_abb09,40,spout02,nacl100,11,5.5,5.5,4.949747468305833
2022_06_13_abb09,40,spout03,nacl000,26,13,13,9.899494936611665
2022_06_13_abb09,40,spout04,nacl150,0,0,0,0
2022_06_13_abb09,40,spout05,nacl050,36,18,18,1.4142135623730951
2022_06_13_abb09,50,spout01,nacl025,2,1,1,0
2022_06_13_abb09,50,spout02,nacl100,7,3.5,3.5,2.1213203435596424
2022_06_13_abb09,50,spout03,nacl000,35,17.5,17.5,3.5355339059327378
2022_06_13_abb09,50,spout04,nacl150,0,0,0,0
2022_06_13_abb09,50,spout05,nacl050,8,4,4,4.242640687119285
2022_06_13_abb09,60,spout01,nacl025,0,0,0,0
2022_06_13_abb09,60,spout02,nacl100,6,3,3,1.4142135623730951
2022_06_13_abb09,60,spout03,nacl000,37,18.5,18.5,0.7071067811865476
2022_06_13_abb09,60,spout04,nacl150,0,0,0,0
2022_06_13_abb09,60,spout05,nacl050,22,11,11,14.142135623730951
2022_06_13_abb09,70,spout01,nacl025,1,0.5,0.5,0.7071067811865476
2022_06_13_abb09,70,spout02,nacl100,4,2,2,1.4142135623730951
2022_06_13_abb09,70,spout03,nacl000,38,19,19,2.8284271247461903
2022_06_13_abb09,70,spout04,nacl150,0,0,0,0
2022_06_13_abb09,70,spout05,nacl050,15,7.5,7.5,7.7781745930520225
2022_06_13_abb09,80,spout01,nacl025,3,1.5,1.5,0.7071067811865476
2022_06_13_abb09,80,spout02,nacl100,1,0.5,0.5,0.7071067811865476
2022_06_13_abb09,80,spout03,nacl000,44,22,22,0
2022_06_13_abb09,80,spout04,nacl150,0,0,0,0
2022_06_13_abb09,80,spout05,nacl050,14,7,7,5.656854249492381
2022_06_13_abb09,90,spout01,nacl025,40,20,20,1.4142135623730951
2022_06_13_abb09,90,spout02,nacl100,4,2,2,1.4142135623730951
2022_06_13_abb09,90,spout03,nacl000,42,21,21,1.4142135623730951
2022_06_13_abb09,90,spout04,nacl150,0,0,0,0
2022_06_13_abb09,90,spout05,nacl050,15,7.5,7.5,9.192388155425117
